model,problems,correct,attempts,condition,mode,level,type,threshold
gemma2-9b,82,55,2.79,baseline,best-of-n,all,prealgebra,0.0
gemma2-9b,82,56,2.63,openmath,best-of-n,all,prealgebra,0.0
gemma2-9b,56,20,3.8,baseline,best-of-n,all,precalculus,0.0
gemma2-9b,56,18,3.88,openmath,best-of-n,all,precalculus,0.0
gemma2-9b,201,116,2.93,baseline,best-of-n,all,all,0.1
gemma2-9b,201,116,2.98,openmath,best-of-n,all,all,0.1
gemma2-9b,19,18,1.53,baseline,best-of-n,1,all,0.1
gemma2-9b,19,17,1.63,openmath,best-of-n,1,all,0.1
gemma2-9b,39,30,2.23,baseline,best-of-n,2,all,0.1
gemma2-9b,39,31,2.08,openmath,best-of-n,2,all,0.1
gemma2-9b,52,34,2.62,baseline,best-of-n,3,all,0.1
gemma2-9b,52,35,2.67,openmath,best-of-n,3,all,0.1
gemma2-9b,43,21,3.26,baseline,best-of-n,4,all,0.1
gemma2-9b,43,20,3.37,openmath,best-of-n,4,all,0.1
gemma2-9b,48,13,4.08,baseline,best-of-n,5,all,0.1
gemma2-9b,48,13,4.21,openmath,best-of-n,5,all,0.1
gemma2-9b,52,40,2.17,baseline,best-of-n,all,algebra,0.1
gemma2-9b,52,38,2.38,openmath,best-of-n,all,algebra,0.1
gemma2-9b,19,11,2.74,baseline,best-of-n,all,counting_&_probability,0.1
gemma2-9b,19,12,2.74,openmath,best-of-n,all,counting_&_probability,0.1
gemma2-9b,15,8,3.33,baseline,best-of-n,all,geometry,0.1
gemma2-9b,15,5,3.87,openmath,best-of-n,all,geometry,0.1
gemma2-9b,32,13,3.66,baseline,best-of-n,all,intermediate_algebra,0.1
gemma2-9b,32,15,3.62,openmath,best-of-n,all,intermediate_algebra,0.1
gemma2-9b,24,15,2.88,baseline,best-of-n,all,number_theory,0.1
gemma2-9b,24,15,2.71,openmath,best-of-n,all,number_theory,0.1
gemma2-9b,28,19,2.43,baseline,best-of-n,all,prealgebra,0.1
gemma2-9b,28,22,2.18,openmath,best-of-n,all,prealgebra,0.1
gemma2-9b,31,10,3.84,baseline,best-of-n,all,precalculus,0.1
gemma2-9b,31,9,3.94,openmath,best-of-n,all,precalculus,0.1
gemma2-9b,171,97,2.95,baseline,best-of-n,all,all,0.2
gemma2-9b,171,97,3.0,openmath,best-of-n,all,all,0.2
gemma2-9b,16,15,1.62,baseline,best-of-n,1,all,0.2
gemma2-9b,16,16,1.25,openmath,best-of-n,1,all,0.2
gemma2-9b,32,25,2.16,baseline,best-of-n,2,all,0.2
gemma2-9b,32,25,2.09,openmath,best-of-n,2,all,0.2
gemma2-9b,40,25,2.75,baseline,best-of-n,3,all,0.2
gemma2-9b,40,25,2.77,openmath,best-of-n,3,all,0.2
gemma2-9b,38,19,3.13,baseline,best-of-n,4,all,0.2
gemma2-9b,38,18,3.37,openmath,best-of-n,4,all,0.2
gemma2-9b,45,13,4.02,baseline,best-of-n,5,all,0.2
gemma2-9b,45,13,4.16,openmath,best-of-n,5,all,0.2
gemma2-9b,44,33,2.27,baseline,best-of-n,all,algebra,0.2
gemma2-9b,44,33,2.3,openmath,best-of-n,all,algebra,0.2
gemma2-9b,16,10,2.56,baseline,best-of-n,all,counting_&_probability,0.2
gemma2-9b,16,10,2.75,openmath,best-of-n,all,counting_&_probability,0.2
gemma2-9b,14,7,3.36,baseline,best-of-n,all,geometry,0.2
gemma2-9b,14,5,3.79,openmath,best-of-n,all,geometry,0.2
gemma2-9b,29,11,3.76,baseline,best-of-n,all,intermediate_algebra,0.2
gemma2-9b,29,12,3.76,openmath,best-of-n,all,intermediate_algebra,0.2
gemma2-9b,19,12,2.74,baseline,best-of-n,all,number_theory,0.2
gemma2-9b,19,11,2.84,openmath,best-of-n,all,number_theory,0.2
gemma2-9b,23,16,2.39,baseline,best-of-n,all,prealgebra,0.2
gemma2-9b,23,19,2.09,openmath,best-of-n,all,prealgebra,0.2
gemma2-9b,26,8,3.88,baseline,best-of-n,all,precalculus,0.2
gemma2-9b,26,7,4.0,openmath,best-of-n,all,precalculus,0.2
gemma2-9b,151,89,2.85,baseline,best-of-n,all,all,0.3
gemma2-9b,151,90,2.9,openmath,best-of-n,all,all,0.3
gemma2-9b,14,14,1.29,baseline,best-of-n,1,all,0.3
gemma2-9b,14,14,1.14,openmath,best-of-n,1,all,0.3
gemma2-9b,28,23,1.93,baseline,best-of-n,2,all,0.3
gemma2-9b,28,24,1.82,openmath,best-of-n,2,all,0.3
gemma2-9b,37,23,2.78,baseline,best-of-n,3,all,0.3
gemma2-9b,37,23,2.78,openmath,best-of-n,3,all,0.3
gemma2-9b,33,16,3.18,baseline,best-of-n,4,all,0.3
gemma2-9b,33,16,3.36,openmath,best-of-n,4,all,0.3
gemma2-9b,39,13,3.87,baseline,best-of-n,5,all,0.3
gemma2-9b,39,13,4.03,openmath,best-of-n,5,all,0.3
gemma2-9b,39,28,2.28,baseline,best-of-n,all,algebra,0.3
gemma2-9b,39,30,2.21,openmath,best-of-n,all,algebra,0.3
gemma2-9b,14,9,2.5,baseline,best-of-n,all,counting_&_probability,0.3
gemma2-9b,14,9,2.71,openmath,best-of-n,all,counting_&_probability,0.3
gemma2-9b,12,6,3.42,baseline,best-of-n,all,geometry,0.3
gemma2-9b,12,4,3.92,openmath,best-of-n,all,geometry,0.3
gemma2-9b,22,11,3.36,baseline,best-of-n,all,intermediate_algebra,0.3
gemma2-9b,22,11,3.55,openmath,best-of-n,all,intermediate_algebra,0.3
gemma2-9b,18,12,2.61,baseline,best-of-n,all,number_theory,0.3
gemma2-9b,18,11,2.72,openmath,best-of-n,all,number_theory,0.3
gemma2-9b,22,15,2.45,baseline,best-of-n,all,prealgebra,0.3
gemma2-9b,22,18,2.09,openmath,best-of-n,all,prealgebra,0.3
gemma2-9b,24,8,3.79,baseline,best-of-n,all,precalculus,0.3
gemma2-9b,24,7,3.92,openmath,best-of-n,all,precalculus,0.3
gemma2-9b,134,79,2.85,baseline,best-of-n,all,all,0.4
gemma2-9b,134,80,2.88,openmath,best-of-n,all,all,0.4
gemma2-9b,14,14,1.29,baseline,best-of-n,1,all,0.4
gemma2-9b,14,14,1.14,openmath,best-of-n,1,all,0.4
gemma2-9b,25,20,2.04,baseline,best-of-n,2,all,0.4
gemma2-9b,25,21,1.84,openmath,best-of-n,2,all,0.4
gemma2-9b,33,21,2.7,baseline,best-of-n,3,all,0.4
gemma2-9b,33,22,2.64,openmath,best-of-n,3,all,0.4
gemma2-9b,27,13,3.19,baseline,best-of-n,4,all,0.4
gemma2-9b,27,13,3.41,openmath,best-of-n,4,all,0.4
gemma2-9b,35,11,3.94,baseline,best-of-n,5,all,0.4
gemma2-9b,35,10,4.14,openmath,best-of-n,5,all,0.4
gemma2-9b,33,25,2.12,baseline,best-of-n,all,algebra,0.4
gemma2-9b,33,26,2.03,openmath,best-of-n,all,algebra,0.4
gemma2-9b,11,7,2.45,baseline,best-of-n,all,counting_&_probability,0.4
gemma2-9b,11,7,2.82,openmath,best-of-n,all,counting_&_probability,0.4
gemma2-9b,10,4,3.9,baseline,best-of-n,all,geometry,0.4
gemma2-9b,10,2,4.3,openmath,best-of-n,all,geometry,0.4
gemma2-9b,20,9,3.5,baseline,best-of-n,all,intermediate_algebra,0.4
gemma2-9b,20,10,3.6,openmath,best-of-n,all,intermediate_algebra,0.4
gemma2-9b,18,12,2.61,baseline,best-of-n,all,number_theory,0.4
gemma2-9b,18,11,2.72,openmath,best-of-n,all,number_theory,0.4
gemma2-9b,21,14,2.52,baseline,best-of-n,all,prealgebra,0.4
gemma2-9b,21,17,2.14,openmath,best-of-n,all,prealgebra,0.4
gemma2-9b,21,8,3.62,baseline,best-of-n,all,precalculus,0.4
gemma2-9b,21,7,3.76,openmath,best-of-n,all,precalculus,0.4
gemma2-9b,121,69,2.93,baseline,best-of-n,all,all,0.5
gemma2-9b,121,72,2.92,openmath,best-of-n,all,all,0.5
gemma2-9b,14,14,1.29,baseline,best-of-n,1,all,0.5
gemma2-9b,14,14,1.14,openmath,best-of-n,1,all,0.5
gemma2-9b,22,17,2.18,baseline,best-of-n,2,all,0.5
gemma2-9b,22,18,1.95,openmath,best-of-n,2,all,0.5
gemma2-9b,31,19,2.71,baseline,best-of-n,3,all,0.5
gemma2-9b,31,21,2.61,openmath,best-of-n,3,all,0.5
gemma2-9b,24,11,3.29,baseline,best-of-n,4,all,0.5
gemma2-9b,24,11,3.54,openmath,best-of-n,4,all,0.5
gemma2-9b,30,8,4.17,baseline,best-of-n,5,all,0.5
gemma2-9b,30,8,4.27,openmath,best-of-n,5,all,0.5
gemma2-9b,28,20,2.32,baseline,best-of-n,all,algebra,0.5
gemma2-9b,28,21,2.21,openmath,best-of-n,all,algebra,0.5
gemma2-9b,10,6,2.6,baseline,best-of-n,all,counting_&_probability,0.5
gemma2-9b,10,7,2.6,openmath,best-of-n,all,counting_&_probability,0.5
gemma2-9b,6,3,3.33,baseline,best-of-n,all,geometry,0.5
gemma2-9b,6,2,3.83,openmath,best-of-n,all,geometry,0.5
gemma2-9b,20,9,3.5,baseline,best-of-n,all,intermediate_algebra,0.5
gemma2-9b,20,10,3.6,openmath,best-of-n,all,intermediate_algebra,0.5
gemma2-9b,17,11,2.71,baseline,best-of-n,all,number_theory,0.5
gemma2-9b,17,10,2.82,openmath,best-of-n,all,number_theory,0.5
gemma2-9b,19,12,2.68,baseline,best-of-n,all,prealgebra,0.5
gemma2-9b,19,15,2.26,openmath,best-of-n,all,prealgebra,0.5
gemma2-9b,21,8,3.62,baseline,best-of-n,all,precalculus,0.5
gemma2-9b,21,7,3.76,openmath,best-of-n,all,precalculus,0.5
gemma2-9b,115,65,2.94,baseline,best-of-n,all,all,0.6
gemma2-9b,115,69,2.89,openmath,best-of-n,all,all,0.6
gemma2-9b,13,13,1.31,baseline,best-of-n,1,all,0.6
gemma2-9b,13,13,1.15,openmath,best-of-n,1,all,0.6
gemma2-9b,21,17,2.05,baseline,best-of-n,2,all,0.6
gemma2-9b,21,18,1.81,openmath,best-of-n,2,all,0.6
gemma2-9b,30,18,2.73,baseline,best-of-n,3,all,0.6
gemma2-9b,30,20,2.57,openmath,best-of-n,3,all,0.6
gemma2-9b,23,10,3.39,baseline,best-of-n,4,all,0.6
gemma2-9b,23,10,3.65,openmath,best-of-n,4,all,0.6
gemma2-9b,28,7,4.21,baseline,best-of-n,5,all,0.6
gemma2-9b,28,8,4.21,openmath,best-of-n,5,all,0.6
gemma2-9b,27,19,2.37,baseline,best-of-n,all,algebra,0.6
gemma2-9b,27,20,2.26,openmath,best-of-n,all,algebra,0.6
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.6
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.6
gemma2-9b,5,2,3.6,baseline,best-of-n,all,geometry,0.6
gemma2-9b,5,2,3.6,openmath,best-of-n,all,geometry,0.6
gemma2-9b,19,8,3.58,baseline,best-of-n,all,intermediate_algebra,0.6
gemma2-9b,19,9,3.58,openmath,best-of-n,all,intermediate_algebra,0.6
gemma2-9b,16,11,2.56,baseline,best-of-n,all,number_theory,0.6
gemma2-9b,16,10,2.69,openmath,best-of-n,all,number_theory,0.6
gemma2-9b,19,12,2.68,baseline,best-of-n,all,prealgebra,0.6
gemma2-9b,19,15,2.26,openmath,best-of-n,all,prealgebra,0.6
gemma2-9b,20,8,3.55,baseline,best-of-n,all,precalculus,0.6
gemma2-9b,20,7,3.7,openmath,best-of-n,all,precalculus,0.6
gemma2-9b,105,62,2.85,baseline,best-of-n,all,all,0.7
gemma2-9b,105,65,2.82,openmath,best-of-n,all,all,0.7
gemma2-9b,13,13,1.31,baseline,best-of-n,1,all,0.7
gemma2-9b,13,13,1.15,openmath,best-of-n,1,all,0.7
gemma2-9b,19,17,1.74,baseline,best-of-n,2,all,0.7
gemma2-9b,19,17,1.68,openmath,best-of-n,2,all,0.7
gemma2-9b,25,16,2.56,baseline,best-of-n,3,all,0.7
gemma2-9b,25,18,2.36,openmath,best-of-n,3,all,0.7
gemma2-9b,22,9,3.5,baseline,best-of-n,4,all,0.7
gemma2-9b,22,9,3.73,openmath,best-of-n,4,all,0.7
gemma2-9b,26,7,4.15,baseline,best-of-n,5,all,0.7
gemma2-9b,26,8,4.15,openmath,best-of-n,5,all,0.7
gemma2-9b,24,19,2.04,baseline,best-of-n,all,algebra,0.7
gemma2-9b,24,19,2.08,openmath,best-of-n,all,algebra,0.7
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.7
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.7
gemma2-9b,4,1,4.0,baseline,best-of-n,all,geometry,0.7
gemma2-9b,4,1,4.0,openmath,best-of-n,all,geometry,0.7
gemma2-9b,17,7,3.65,baseline,best-of-n,all,intermediate_algebra,0.7
gemma2-9b,17,8,3.65,openmath,best-of-n,all,intermediate_algebra,0.7
gemma2-9b,15,10,2.67,baseline,best-of-n,all,number_theory,0.7
gemma2-9b,15,9,2.73,openmath,best-of-n,all,number_theory,0.7
gemma2-9b,18,12,2.56,baseline,best-of-n,all,prealgebra,0.7
gemma2-9b,18,15,2.11,openmath,best-of-n,all,prealgebra,0.7
gemma2-9b,18,8,3.39,baseline,best-of-n,all,precalculus,0.7
gemma2-9b,18,7,3.56,openmath,best-of-n,all,precalculus,0.7
gemma2-9b,89,54,2.76,baseline,best-of-n,all,all,0.8
gemma2-9b,89,56,2.79,openmath,best-of-n,all,all,0.8
gemma2-9b,11,11,1.36,baseline,best-of-n,1,all,0.8
gemma2-9b,11,11,1.18,openmath,best-of-n,1,all,0.8
gemma2-9b,18,16,1.72,baseline,best-of-n,2,all,0.8
gemma2-9b,18,16,1.72,openmath,best-of-n,2,all,0.8
gemma2-9b,22,15,2.36,baseline,best-of-n,3,all,0.8
gemma2-9b,22,16,2.36,openmath,best-of-n,3,all,0.8
gemma2-9b,19,7,3.68,baseline,best-of-n,4,all,0.8
gemma2-9b,19,7,3.74,openmath,best-of-n,4,all,0.8
gemma2-9b,19,5,4.11,baseline,best-of-n,5,all,0.8
gemma2-9b,19,6,4.26,openmath,best-of-n,5,all,0.8
gemma2-9b,19,16,1.84,baseline,best-of-n,all,algebra,0.8
gemma2-9b,19,16,1.84,openmath,best-of-n,all,algebra,0.8
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.8
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.8
gemma2-9b,4,1,4.0,baseline,best-of-n,all,geometry,0.8
gemma2-9b,4,1,4.0,openmath,best-of-n,all,geometry,0.8
gemma2-9b,15,6,3.73,baseline,best-of-n,all,intermediate_algebra,0.8
gemma2-9b,15,7,3.73,openmath,best-of-n,all,intermediate_algebra,0.8
gemma2-9b,12,8,2.75,baseline,best-of-n,all,number_theory,0.8
gemma2-9b,12,7,2.67,openmath,best-of-n,all,number_theory,0.8
gemma2-9b,16,11,2.31,baseline,best-of-n,all,prealgebra,0.8
gemma2-9b,16,13,2.25,openmath,best-of-n,all,prealgebra,0.8
gemma2-9b,14,7,3.14,baseline,best-of-n,all,precalculus,0.8
gemma2-9b,14,6,3.43,openmath,best-of-n,all,precalculus,0.8
gemma2-9b,75,45,2.81,baseline,best-of-n,all,all,0.9
gemma2-9b,75,47,2.85,openmath,best-of-n,all,all,0.9
gemma2-9b,8,8,1.5,baseline,best-of-n,1,all,0.9
gemma2-9b,8,8,1.25,openmath,best-of-n,1,all,0.9
gemma2-9b,16,14,1.81,baseline,best-of-n,2,all,0.9
gemma2-9b,16,14,1.81,openmath,best-of-n,2,all,0.9
gemma2-9b,19,13,2.32,baseline,best-of-n,3,all,0.9
gemma2-9b,19,14,2.37,openmath,best-of-n,3,all,0.9
gemma2-9b,18,7,3.61,baseline,best-of-n,4,all,0.9
gemma2-9b,18,7,3.67,openmath,best-of-n,4,all,0.9
gemma2-9b,14,3,4.36,baseline,best-of-n,5,all,0.9
gemma2-9b,14,4,4.57,openmath,best-of-n,5,all,0.9
gemma2-9b,15,12,2.07,baseline,best-of-n,all,algebra,0.9
gemma2-9b,15,12,2.07,openmath,best-of-n,all,algebra,0.9
gemma2-9b,9,5,2.78,baseline,best-of-n,all,counting_&_probability,0.9
gemma2-9b,9,6,2.78,openmath,best-of-n,all,counting_&_probability,0.9
gemma2-9b,3,1,3.67,baseline,best-of-n,all,geometry,0.9
gemma2-9b,3,1,3.67,openmath,best-of-n,all,geometry,0.9
gemma2-9b,15,6,3.73,baseline,best-of-n,all,intermediate_algebra,0.9
gemma2-9b,15,7,3.73,openmath,best-of-n,all,intermediate_algebra,0.9
gemma2-9b,9,7,2.33,baseline,best-of-n,all,number_theory,0.9
gemma2-9b,9,6,2.33,openmath,best-of-n,all,number_theory,0.9
gemma2-9b,13,8,2.62,baseline,best-of-n,all,prealgebra,0.9
gemma2-9b,13,10,2.54,openmath,best-of-n,all,prealgebra,0.9
gemma2-9b,11,6,3.0,baseline,best-of-n,all,precalculus,0.9
gemma2-9b,11,5,3.36,openmath,best-of-n,all,precalculus,0.9
qwen2.5-math-7b,500,366,1.0,baseline,greedy,all,all,0.0
qwen2.5-math-7b,500,367,1.0,openmath,greedy,all,all,0.0
qwen2.5-math-7b,43,39,1.0,baseline,greedy,1,all,0.0
qwen2.5-math-7b,43,40,1.0,openmath,greedy,1,all,0.0
qwen2.5-math-7b,90,78,1.0,baseline,greedy,2,all,0.0
qwen2.5-math-7b,90,75,1.0,openmath,greedy,2,all,0.0
qwen2.5-math-7b,105,86,1.0,baseline,greedy,3,all,0.0
qwen2.5-math-7b,105,83,1.0,openmath,greedy,3,all,0.0
qwen2.5-math-7b,128,92,1.0,baseline,greedy,4,all,0.0
qwen2.5-math-7b,128,93,1.0,openmath,greedy,4,all,0.0
qwen2.5-math-7b,134,71,1.0,baseline,greedy,5,all,0.0
qwen2.5-math-7b,134,76,1.0,openmath,greedy,5,all,0.0
qwen2.5-math-7b,124,110,1.0,baseline,greedy,all,algebra,0.0
qwen2.5-math-7b,124,113,1.0,openmath,greedy,all,algebra,0.0
qwen2.5-math-7b,38,28,1.0,baseline,greedy,all,counting_&_probability,0.0
qwen2.5-math-7b,38,27,1.0,openmath,greedy,all,counting_&_probability,0.0
qwen2.5-math-7b,41,21,1.0,baseline,greedy,all,geometry,0.0
qwen2.5-math-7b,41,21,1.0,openmath,greedy,all,geometry,0.0
qwen2.5-math-7b,97,55,1.0,baseline,greedy,all,intermediate_algebra,0.0
qwen2.5-math-7b,97,57,1.0,openmath,greedy,all,intermediate_algebra,0.0
qwen2.5-math-7b,62,54,1.0,baseline,greedy,all,number_theory,0.0
qwen2.5-math-7b,62,54,1.0,openmath,greedy,all,number_theory,0.0
qwen2.5-math-7b,82,65,1.0,baseline,greedy,all,prealgebra,0.0
qwen2.5-math-7b,82,63,1.0,openmath,greedy,all,prealgebra,0.0
qwen2.5-math-7b,56,33,1.0,baseline,greedy,all,precalculus,0.0
qwen2.5-math-7b,56,32,1.0,openmath,greedy,all,precalculus,0.0
qwen2.5-math-7b,201,155,1.0,baseline,greedy,all,all,0.1
qwen2.5-math-7b,201,161,1.0,openmath,greedy,all,all,0.1
qwen2.5-math-7b,19,18,1.0,baseline,greedy,1,all,0.1
qwen2.5-math-7b,19,19,1.0,openmath,greedy,1,all,0.1
qwen2.5-math-7b,39,33,1.0,baseline,greedy,2,all,0.1
qwen2.5-math-7b,39,30,1.0,openmath,greedy,2,all,0.1
qwen2.5-math-7b,52,41,1.0,baseline,greedy,3,all,0.1
qwen2.5-math-7b,52,40,1.0,openmath,greedy,3,all,0.1
qwen2.5-math-7b,43,33,1.0,baseline,greedy,4,all,0.1
qwen2.5-math-7b,43,37,1.0,openmath,greedy,4,all,0.1
qwen2.5-math-7b,48,30,1.0,baseline,greedy,5,all,0.1
qwen2.5-math-7b,48,35,1.0,openmath,greedy,5,all,0.1
qwen2.5-math-7b,52,46,1.0,baseline,greedy,all,algebra,0.1
qwen2.5-math-7b,52,48,1.0,openmath,greedy,all,algebra,0.1
qwen2.5-math-7b,19,15,1.0,baseline,greedy,all,counting_&_probability,0.1
qwen2.5-math-7b,19,16,1.0,openmath,greedy,all,counting_&_probability,0.1
qwen2.5-math-7b,15,10,1.0,baseline,greedy,all,geometry,0.1
qwen2.5-math-7b,15,11,1.0,openmath,greedy,all,geometry,0.1
qwen2.5-math-7b,32,21,1.0,baseline,greedy,all,intermediate_algebra,0.1
qwen2.5-math-7b,32,22,1.0,openmath,greedy,all,intermediate_algebra,0.1
qwen2.5-math-7b,24,20,1.0,baseline,greedy,all,number_theory,0.1
qwen2.5-math-7b,24,21,1.0,openmath,greedy,all,number_theory,0.1
qwen2.5-math-7b,28,26,1.0,baseline,greedy,all,prealgebra,0.1
qwen2.5-math-7b,28,24,1.0,openmath,greedy,all,prealgebra,0.1
qwen2.5-math-7b,31,17,1.0,baseline,greedy,all,precalculus,0.1
qwen2.5-math-7b,31,19,1.0,openmath,greedy,all,precalculus,0.1
qwen2.5-math-7b,171,130,1.0,baseline,greedy,all,all,0.2
qwen2.5-math-7b,171,140,1.0,openmath,greedy,all,all,0.2
qwen2.5-math-7b,16,15,1.0,baseline,greedy,1,all,0.2
qwen2.5-math-7b,16,16,1.0,openmath,greedy,1,all,0.2
qwen2.5-math-7b,32,27,1.0,baseline,greedy,2,all,0.2
qwen2.5-math-7b,32,25,1.0,openmath,greedy,2,all,0.2
qwen2.5-math-7b,40,30,1.0,baseline,greedy,3,all,0.2
qwen2.5-math-7b,40,31,1.0,openmath,greedy,3,all,0.2
qwen2.5-math-7b,38,29,1.0,baseline,greedy,4,all,0.2
qwen2.5-math-7b,38,34,1.0,openmath,greedy,4,all,0.2
qwen2.5-math-7b,45,29,1.0,baseline,greedy,5,all,0.2
qwen2.5-math-7b,45,34,1.0,openmath,greedy,5,all,0.2
qwen2.5-math-7b,44,39,1.0,baseline,greedy,all,algebra,0.2
qwen2.5-math-7b,44,41,1.0,openmath,greedy,all,algebra,0.2
qwen2.5-math-7b,16,13,1.0,baseline,greedy,all,counting_&_probability,0.2
qwen2.5-math-7b,16,14,1.0,openmath,greedy,all,counting_&_probability,0.2
qwen2.5-math-7b,14,9,1.0,baseline,greedy,all,geometry,0.2
qwen2.5-math-7b,14,10,1.0,openmath,greedy,all,geometry,0.2
qwen2.5-math-7b,29,18,1.0,baseline,greedy,all,intermediate_algebra,0.2
qwen2.5-math-7b,29,20,1.0,openmath,greedy,all,intermediate_algebra,0.2
qwen2.5-math-7b,19,15,1.0,baseline,greedy,all,number_theory,0.2
qwen2.5-math-7b,19,18,1.0,openmath,greedy,all,number_theory,0.2
qwen2.5-math-7b,23,21,1.0,baseline,greedy,all,prealgebra,0.2
qwen2.5-math-7b,23,20,1.0,openmath,greedy,all,prealgebra,0.2
qwen2.5-math-7b,26,15,1.0,baseline,greedy,all,precalculus,0.2
qwen2.5-math-7b,26,17,1.0,openmath,greedy,all,precalculus,0.2
qwen2.5-math-7b,151,116,1.0,baseline,greedy,all,all,0.3
qwen2.5-math-7b,151,126,1.0,openmath,greedy,all,all,0.3
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.3
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.3
qwen2.5-math-7b,28,23,1.0,baseline,greedy,2,all,0.3
qwen2.5-math-7b,28,22,1.0,openmath,greedy,2,all,0.3
qwen2.5-math-7b,37,28,1.0,baseline,greedy,3,all,0.3
qwen2.5-math-7b,37,29,1.0,openmath,greedy,3,all,0.3
qwen2.5-math-7b,33,25,1.0,baseline,greedy,4,all,0.3
qwen2.5-math-7b,33,30,1.0,openmath,greedy,4,all,0.3
qwen2.5-math-7b,39,26,1.0,baseline,greedy,5,all,0.3
qwen2.5-math-7b,39,31,1.0,openmath,greedy,5,all,0.3
qwen2.5-math-7b,39,34,1.0,baseline,greedy,all,algebra,0.3
qwen2.5-math-7b,39,36,1.0,openmath,greedy,all,algebra,0.3
qwen2.5-math-7b,14,11,1.0,baseline,greedy,all,counting_&_probability,0.3
qwen2.5-math-7b,14,13,1.0,openmath,greedy,all,counting_&_probability,0.3
qwen2.5-math-7b,12,8,1.0,baseline,greedy,all,geometry,0.3
qwen2.5-math-7b,12,9,1.0,openmath,greedy,all,geometry,0.3
qwen2.5-math-7b,22,15,1.0,baseline,greedy,all,intermediate_algebra,0.3
qwen2.5-math-7b,22,16,1.0,openmath,greedy,all,intermediate_algebra,0.3
qwen2.5-math-7b,18,14,1.0,baseline,greedy,all,number_theory,0.3
qwen2.5-math-7b,18,17,1.0,openmath,greedy,all,number_theory,0.3
qwen2.5-math-7b,22,20,1.0,baseline,greedy,all,prealgebra,0.3
qwen2.5-math-7b,22,19,1.0,openmath,greedy,all,prealgebra,0.3
qwen2.5-math-7b,24,14,1.0,baseline,greedy,all,precalculus,0.3
qwen2.5-math-7b,24,16,1.0,openmath,greedy,all,precalculus,0.3
qwen2.5-math-7b,134,102,1.0,baseline,greedy,all,all,0.4
qwen2.5-math-7b,134,110,1.0,openmath,greedy,all,all,0.4
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.4
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.4
qwen2.5-math-7b,25,20,1.0,baseline,greedy,2,all,0.4
qwen2.5-math-7b,25,19,1.0,openmath,greedy,2,all,0.4
qwen2.5-math-7b,33,26,1.0,baseline,greedy,3,all,0.4
qwen2.5-math-7b,33,26,1.0,openmath,greedy,3,all,0.4
qwen2.5-math-7b,27,20,1.0,baseline,greedy,4,all,0.4
qwen2.5-math-7b,27,24,1.0,openmath,greedy,4,all,0.4
qwen2.5-math-7b,35,22,1.0,baseline,greedy,5,all,0.4
qwen2.5-math-7b,35,27,1.0,openmath,greedy,5,all,0.4
qwen2.5-math-7b,33,29,1.0,baseline,greedy,all,algebra,0.4
qwen2.5-math-7b,33,31,1.0,openmath,greedy,all,algebra,0.4
qwen2.5-math-7b,11,8,1.0,baseline,greedy,all,counting_&_probability,0.4
qwen2.5-math-7b,11,10,1.0,openmath,greedy,all,counting_&_probability,0.4
qwen2.5-math-7b,10,6,1.0,baseline,greedy,all,geometry,0.4
qwen2.5-math-7b,10,7,1.0,openmath,greedy,all,geometry,0.4
qwen2.5-math-7b,20,13,1.0,baseline,greedy,all,intermediate_algebra,0.4
qwen2.5-math-7b,20,14,1.0,openmath,greedy,all,intermediate_algebra,0.4
qwen2.5-math-7b,18,14,1.0,baseline,greedy,all,number_theory,0.4
qwen2.5-math-7b,18,17,1.0,openmath,greedy,all,number_theory,0.4
qwen2.5-math-7b,21,19,1.0,baseline,greedy,all,prealgebra,0.4
qwen2.5-math-7b,21,18,1.0,openmath,greedy,all,prealgebra,0.4
qwen2.5-math-7b,21,13,1.0,baseline,greedy,all,precalculus,0.4
qwen2.5-math-7b,21,13,1.0,openmath,greedy,all,precalculus,0.4
qwen2.5-math-7b,121,92,1.0,baseline,greedy,all,all,0.5
qwen2.5-math-7b,121,99,1.0,openmath,greedy,all,all,0.5
qwen2.5-math-7b,14,14,1.0,baseline,greedy,1,all,0.5
qwen2.5-math-7b,14,14,1.0,openmath,greedy,1,all,0.5
qwen2.5-math-7b,22,17,1.0,baseline,greedy,2,all,0.5
qwen2.5-math-7b,22,16,1.0,openmath,greedy,2,all,0.5
qwen2.5-math-7b,31,24,1.0,baseline,greedy,3,all,0.5
qwen2.5-math-7b,31,24,1.0,openmath,greedy,3,all,0.5
qwen2.5-math-7b,24,18,1.0,baseline,greedy,4,all,0.5
qwen2.5-math-7b,24,22,1.0,openmath,greedy,4,all,0.5
qwen2.5-math-7b,30,19,1.0,baseline,greedy,5,all,0.5
qwen2.5-math-7b,30,23,1.0,openmath,greedy,5,all,0.5
